TIMESTAMP,vibration,sensor
2024-09-30 04:53:17.926085,moderate,V1
2024-09-30 04:53:18.926085,high,V1
2024-09-30 04:53:19.926085,moderate,V1
2024-09-30 04:53:20.926085,high,V1
2024-09-30 04:53:21.926085,high,V1
2024-09-30 04:53:22.926085,moderate,V1
2024-09-30 04:53:23.926085,moderate,V1
2024-09-30 04:53:24.926085,moderate,V1
2024-09-30 04:53:25.926085,low,V1
2024-09-30 04:53:26.926085,moderate,V1
2024-09-30 04:53:27.926085,moderate,V1
2024-09-30 04:53:28.926085,moderate,V1
2024-09-30 04:53:29.926085,high,V1
2024-09-30 04:53:30.926085,moderate,V1
2024-09-30 04:53:31.926085,moderate,V1
2024-09-30 04:53:32.926085,moderate,V1
2024-09-30 04:53:33.926085,low,V1
2024-09-30 04:53:34.926085,low,V1
2024-09-30 04:53:35.926085,moderate,V1
2024-09-30 04:53:36.926085,moderate,V1
2024-09-30 04:53:37.926085,moderate,V1
2024-09-30 04:53:38.926085,moderate,V1
2024-09-30 04:53:39.926085,moderate,V1
2024-09-30 04:53:40.926085,low,V1
2024-09-30 04:53:41.926085,moderate,V1
2024-09-30 04:53:42.926085,moderate,V1
2024-09-30 04:53:43.926085,moderate,V1
2024-09-30 04:53:44.926085,low,V1
2024-09-30 04:53:45.926085,low,V1
2024-09-30 04:53:46.926085,moderate,V1
2024-09-30 04:53:47.926085,low,V1
2024-09-30 04:53:48.926085,moderate,V1
2024-09-30 04:53:49.926085,moderate,V1
2024-09-30 04:53:50.926085,low,V1
2024-09-30 04:53:51.926085,moderate,V1
2024-09-30 04:53:52.926085,low,V1
2024-09-30 04:53:53.926085,moderate,V1
2024-09-30 04:53:54.926085,moderate,V1
2024-09-30 04:53:55.926085,low,V1
2024-09-30 04:53:56.926085,moderate,V1
2024-09-30 04:53:57.926085,moderate,V1
2024-09-30 04:53:58.926085,high,V1
2024-09-30 04:53:59.926085,moderate,V1
2024-09-30 04:54:00.926085,moderate,V1
2024-09-30 04:54:01.926085,low,V1
2024-09-30 04:54:02.926085,moderate,V1
2024-09-30 04:54:03.926085,low,V1
2024-09-30 04:54:04.926085,moderate,V1
2024-09-30 04:54:05.926085,moderate,V1
2024-09-30 04:54:06.926085,low,V1
2024-09-30 04:54:07.926085,low,V1
2024-09-30 04:54:08.926085,moderate,V1
2024-09-30 04:54:09.926085,low,V1
2024-09-30 04:54:10.926085,moderate,V1
2024-09-30 04:54:11.926085,low,V1
2024-09-30 04:54:12.926085,moderate,V1
2024-09-30 04:54:13.926085,low,V1
2024-09-30 04:54:14.926085,high,V1
2024-09-30 04:54:15.926085,high,V1
2024-09-30 04:54:16.926085,low,V1
2024-09-30 04:54:17.926085,low,V1
2024-09-30 04:54:18.926085,low,V1
2024-09-30 04:54:19.926085,high,V1
2024-09-30 04:54:20.926085,low,V1
2024-09-30 04:54:21.926085,low,V1
2024-09-30 04:54:22.926085,low,V1
2024-09-30 04:54:23.926085,high,V1
2024-09-30 04:54:24.926085,low,V1
2024-09-30 04:54:25.926085,moderate,V1
2024-09-30 04:54:26.926085,low,V1
2024-09-30 04:54:27.926085,moderate,V1
2024-09-30 04:54:28.926085,high,V1
2024-09-30 04:54:29.926085,low,V1
2024-09-30 04:54:30.926085,moderate,V1
2024-09-30 04:54:31.926085,low,V1
2024-09-30 04:54:32.926085,moderate,V1
2024-09-30 04:54:33.926085,high,V1
2024-09-30 04:54:34.926085,moderate,V1
2024-09-30 04:54:35.926085,moderate,V1
2024-09-30 04:54:36.926085,high,V1
2024-09-30 04:54:37.926085,moderate,V1
2024-09-30 04:54:38.926085,moderate,V1
2024-09-30 04:54:39.926085,moderate,V1
2024-09-30 04:54:40.926085,low,V1
2024-09-30 04:54:41.926085,low,V1
2024-09-30 04:54:42.926085,moderate,V1
2024-09-30 04:54:43.926085,low,V1
2024-09-30 04:54:44.926085,low,V1
2024-09-30 04:54:45.926085,moderate,V1
2024-09-30 04:54:46.926085,low,V1
2024-09-30 04:54:47.926085,moderate,V1
2024-09-30 04:54:48.926085,low,V1
2024-09-30 04:54:49.926085,low,V1
2024-09-30 04:54:50.926085,low,V1
2024-09-30 04:54:51.926085,moderate,V1
2024-09-30 04:54:52.926085,high,V1
2024-09-30 04:54:53.926085,high,V1
2024-09-30 04:54:54.926085,high,V1
2024-09-30 04:54:55.926085,low,V1
2024-09-30 04:54:56.926085,moderate,V1
2024-09-30 04:54:57.926085,moderate,V1
2024-09-30 04:54:58.926085,low,V1
2024-09-30 04:54:59.926085,low,V1
2024-09-30 04:55:00.926085,high,V1
2024-09-30 04:55:01.926085,low,V1
2024-09-30 04:55:02.926085,low,V1
2024-09-30 04:55:03.926085,moderate,V1
2024-09-30 04:55:04.926085,moderate,V1
2024-09-30 04:55:05.926085,moderate,V1
2024-09-30 04:55:06.926085,high,V1
2024-09-30 04:55:07.926085,high,V1
2024-09-30 04:55:08.926085,low,V1
2024-09-30 04:55:09.926085,moderate,V1
2024-09-30 04:55:10.926085,low,V1
2024-09-30 04:55:11.926085,low,V1
2024-09-30 04:55:12.926085,moderate,V1
2024-09-30 04:55:13.926085,moderate,V1
2024-09-30 04:55:14.926085,moderate,V1
2024-09-30 04:55:15.926085,high,V1
2024-09-30 04:55:16.926085,low,V1
2024-09-30 04:55:17.926085,high,V1
2024-09-30 04:55:18.926085,moderate,V1
2024-09-30 04:55:19.926085,moderate,V1
2024-09-30 04:55:20.926085,low,V1
2024-09-30 04:55:21.926085,high,V1
2024-09-30 04:55:22.926085,moderate,V1
2024-09-30 04:55:23.926085,moderate,V1
2024-09-30 04:55:24.926085,high,V1
2024-09-30 04:55:25.926085,moderate,V1
2024-09-30 04:55:26.926085,moderate,V1
2024-09-30 04:55:27.926085,moderate,V1
2024-09-30 04:55:28.926085,high,V1
2024-09-30 04:55:29.926085,low,V1
2024-09-30 04:55:30.926085,moderate,V1
2024-09-30 04:55:31.926085,high,V1
2024-09-30 04:55:32.926085,high,V1
2024-09-30 04:55:33.926085,moderate,V1
2024-09-30 04:55:34.926085,moderate,V1
2024-09-30 04:55:35.926085,moderate,V1
2024-09-30 04:55:36.926085,low,V1
2024-09-30 04:55:37.926085,low,V1
2024-09-30 04:55:38.926085,low,V1
2024-09-30 04:55:39.926085,moderate,V1
2024-09-30 04:55:40.926085,moderate,V1
2024-09-30 04:55:41.926085,low,V1
2024-09-30 04:55:42.926085,moderate,V1
2024-09-30 04:55:43.926085,low,V1
2024-09-30 04:55:44.926085,moderate,V1
2024-09-30 04:55:45.926085,high,V1
2024-09-30 04:55:46.926085,moderate,V1
2024-09-30 04:55:47.926085,high,V1
2024-09-30 04:55:48.926085,moderate,V1
2024-09-30 04:55:49.926085,moderate,V1
2024-09-30 04:55:50.926085,low,V1
2024-09-30 04:55:51.926085,moderate,V1
2024-09-30 04:55:52.926085,low,V1
2024-09-30 04:55:53.926085,moderate,V1
2024-09-30 04:55:54.926085,moderate,V1
2024-09-30 04:55:55.926085,moderate,V1
2024-09-30 04:55:56.926085,moderate,V1
2024-09-30 04:55:57.926085,moderate,V1
2024-09-30 04:55:58.926085,low,V1
2024-09-30 04:55:59.926085,moderate,V1
2024-09-30 04:56:00.926085,high,V1
2024-09-30 04:56:01.926085,low,V1
2024-09-30 04:56:02.926085,moderate,V1
2024-09-30 04:56:03.926085,moderate,V1
2024-09-30 04:56:04.926085,high,V1
2024-09-30 04:56:05.926085,low,V1
2024-09-30 04:56:06.926085,high,V1
2024-09-30 04:56:07.926085,low,V1
2024-09-30 04:56:08.926085,moderate,V1
2024-09-30 04:56:09.926085,high,V1
2024-09-30 04:56:10.926085,moderate,V1
2024-09-30 04:56:11.926085,moderate,V1
2024-09-30 04:56:12.926085,moderate,V1
2024-09-30 04:56:13.926085,moderate,V1
2024-09-30 04:56:14.926085,moderate,V1
2024-09-30 04:56:15.926085,high,V1
2024-09-30 04:56:16.926085,moderate,V1
2024-09-30 04:56:17.926085,moderate,V1
2024-09-30 04:56:18.926085,high,V1
2024-09-30 04:56:19.926085,low,V1
2024-09-30 04:56:20.926085,high,V1
2024-09-30 04:56:21.926085,high,V1
2024-09-30 04:56:22.926085,moderate,V1
2024-09-30 04:56:23.926085,moderate,V1
2024-09-30 04:56:24.926085,moderate,V1
2024-09-30 04:56:25.926085,high,V1
2024-09-30 04:56:26.926085,moderate,V1
2024-09-30 04:56:27.926085,moderate,V1
2024-09-30 04:56:28.926085,low,V1
2024-09-30 04:56:29.926085,high,V1
2024-09-30 04:56:30.926085,high,V1
2024-09-30 04:56:31.926085,moderate,V1
2024-09-30 04:56:32.926085,low,V1
2024-09-30 04:56:33.926085,moderate,V1
2024-09-30 04:56:34.926085,moderate,V1
2024-09-30 04:56:35.926085,high,V1
2024-09-30 04:56:36.926085,moderate,V1
2024-09-30 04:56:37.926085,low,V1
2024-09-30 04:56:38.926085,moderate,V1
2024-09-30 04:56:39.926085,high,V1
2024-09-30 04:56:40.926085,low,V1
2024-09-30 04:56:41.926085,high,V1
2024-09-30 04:56:42.926085,low,V1
2024-09-30 04:56:43.926085,high,V1
2024-09-30 04:56:44.926085,high,V1
2024-09-30 04:56:45.926085,low,V1
2024-09-30 04:56:46.926085,low,V1
2024-09-30 04:56:47.926085,high,V1
2024-09-30 04:56:48.926085,high,V1
2024-09-30 04:56:49.926085,low,V1
2024-09-30 04:56:50.926085,moderate,V1
2024-09-30 04:56:51.926085,moderate,V1
2024-09-30 04:56:52.926085,moderate,V1
2024-09-30 04:56:53.926085,high,V1
2024-09-30 04:56:54.926085,moderate,V1
2024-09-30 04:56:55.926085,low,V1
2024-09-30 04:56:56.926085,high,V1
2024-09-30 04:56:57.926085,moderate,V1
2024-09-30 04:56:58.926085,low,V1
2024-09-30 04:56:59.926085,low,V1
2024-09-30 04:57:00.926085,high,V1
2024-09-30 04:57:01.926085,moderate,V1
2024-09-30 04:57:02.926085,moderate,V1
2024-09-30 04:57:03.926085,moderate,V1
2024-09-30 04:57:04.926085,low,V1
2024-09-30 04:57:05.926085,moderate,V1
2024-09-30 04:57:06.926085,low,V1
2024-09-30 04:57:07.926085,high,V1
2024-09-30 04:57:08.926085,moderate,V1
2024-09-30 04:57:09.926085,moderate,V1
2024-09-30 04:57:10.926085,moderate,V1
2024-09-30 04:57:11.926085,moderate,V1
2024-09-30 04:57:12.926085,low,V1
2024-09-30 04:57:13.926085,moderate,V1
2024-09-30 04:57:14.926085,low,V1
2024-09-30 04:57:15.926085,moderate,V1
2024-09-30 04:57:16.926085,moderate,V1
2024-09-30 04:57:17.926085,low,V1
2024-09-30 04:57:18.926085,moderate,V1
2024-09-30 04:57:19.926085,low,V1
2024-09-30 04:57:20.926085,moderate,V1
2024-09-30 04:57:21.926085,high,V1
2024-09-30 04:57:22.926085,low,V1
2024-09-30 04:57:23.926085,low,V1
2024-09-30 04:57:24.926085,moderate,V1
2024-09-30 04:57:25.926085,moderate,V1
2024-09-30 04:57:26.926085,moderate,V1
2024-09-30 04:57:27.926085,moderate,V1
2024-09-30 04:57:28.926085,low,V1
2024-09-30 04:57:29.926085,low,V1
2024-09-30 04:57:30.926085,high,V1
2024-09-30 04:57:31.926085,low,V1
2024-09-30 04:57:32.926085,high,V1
2024-09-30 04:57:33.926085,low,V1
2024-09-30 04:57:34.926085,moderate,V1
2024-09-30 04:57:35.926085,moderate,V1
2024-09-30 04:57:36.926085,low,V1
2024-09-30 04:57:37.926085,low,V1
2024-09-30 04:57:38.926085,high,V1
2024-09-30 04:57:39.926085,moderate,V1
2024-09-30 04:57:40.926085,low,V1
2024-09-30 04:57:41.926085,moderate,V1
2024-09-30 04:57:42.926085,moderate,V1
2024-09-30 04:57:43.926085,high,V1
2024-09-30 04:57:44.926085,moderate,V1
2024-09-30 04:57:45.926085,low,V1
2024-09-30 04:57:46.926085,low,V1
2024-09-30 04:57:47.926085,low,V1
2024-09-30 04:57:48.926085,low,V1
2024-09-30 04:57:49.926085,low,V1
2024-09-30 04:57:50.926085,moderate,V1
2024-09-30 04:57:51.926085,high,V1
2024-09-30 04:57:52.926085,moderate,V1
2024-09-30 04:57:53.926085,moderate,V1
2024-09-30 04:57:54.926085,high,V1
2024-09-30 04:57:55.926085,moderate,V1
2024-09-30 04:57:56.926085,high,V1
2024-09-30 04:57:57.926085,moderate,V1
2024-09-30 04:57:58.926085,moderate,V1
2024-09-30 04:57:59.926085,high,V1
2024-09-30 04:58:00.926085,high,V1
2024-09-30 04:58:01.926085,moderate,V1
2024-09-30 04:58:02.926085,high,V1
2024-09-30 04:58:03.926085,high,V1
2024-09-30 04:58:04.926085,high,V1
2024-09-30 04:58:05.926085,low,V1
2024-09-30 04:58:06.926085,low,V1
2024-09-30 04:58:07.926085,low,V1
2024-09-30 04:58:08.926085,low,V1
2024-09-30 04:58:09.926085,moderate,V1
2024-09-30 04:58:10.926085,moderate,V1
2024-09-30 04:58:11.926085,high,V1
2024-09-30 04:58:12.926085,low,V1
2024-09-30 04:58:13.926085,moderate,V1
2024-09-30 04:58:14.926085,low,V1
2024-09-30 04:58:15.926085,low,V1
2024-09-30 04:58:16.926085,high,V1
2024-09-30 04:58:17.926085,low,V1
2024-09-30 04:58:18.926085,low,V1
2024-09-30 04:58:19.926085,moderate,V1
2024-09-30 04:58:20.926085,high,V1
2024-09-30 04:58:21.926085,moderate,V1
2024-09-30 04:58:22.926085,low,V1
2024-09-30 04:58:23.926085,high,V1
2024-09-30 04:58:24.926085,low,V1
2024-09-30 04:58:25.926085,moderate,V1
2024-09-30 04:58:26.926085,low,V1
2024-09-30 04:58:27.926085,moderate,V1
2024-09-30 04:58:28.926085,moderate,V1
2024-09-30 04:58:29.926085,low,V1
2024-09-30 04:58:30.926085,high,V1
2024-09-30 04:58:31.926085,low,V1
2024-09-30 04:58:32.926085,moderate,V1
2024-09-30 04:58:33.926085,low,V1
2024-09-30 04:58:34.926085,moderate,V1
2024-09-30 04:58:35.926085,high,V1
2024-09-30 04:58:36.926085,moderate,V1
2024-09-30 04:58:37.926085,low,V1
2024-09-30 04:58:38.926085,high,V1
2024-09-30 04:58:39.926085,high,V1
2024-09-30 04:58:40.926085,moderate,V1
2024-09-30 04:58:41.926085,moderate,V1
2024-09-30 04:58:42.926085,moderate,V1
2024-09-30 04:58:43.926085,high,V1
2024-09-30 04:58:44.926085,moderate,V1
2024-09-30 04:58:45.926085,high,V1
2024-09-30 04:58:46.926085,moderate,V1
2024-09-30 04:58:47.926085,low,V1
2024-09-30 04:58:48.926085,moderate,V1
2024-09-30 04:58:49.926085,low,V1
2024-09-30 04:58:50.926085,moderate,V1
2024-09-30 04:58:51.926085,moderate,V1
2024-09-30 04:58:52.926085,moderate,V1
2024-09-30 04:58:53.926085,moderate,V1
2024-09-30 04:58:54.926085,low,V1
2024-09-30 04:58:55.926085,high,V1
2024-09-30 04:58:56.926085,moderate,V1
2024-09-30 04:58:57.926085,moderate,V1
2024-09-30 04:58:58.926085,moderate,V1
2024-09-30 04:58:59.926085,moderate,V1
2024-09-30 04:59:00.926085,moderate,V1
2024-09-30 04:59:01.926085,moderate,V1
2024-09-30 04:59:02.926085,moderate,V1
2024-09-30 04:59:03.926085,high,V1
2024-09-30 04:59:04.926085,moderate,V1
2024-09-30 04:59:05.926085,moderate,V1
2024-09-30 04:59:06.926085,low,V1
2024-09-30 04:59:07.926085,low,V1
2024-09-30 04:59:08.926085,moderate,V1
2024-09-30 04:59:09.926085,moderate,V1
2024-09-30 04:59:10.926085,high,V1
2024-09-30 04:59:11.926085,moderate,V1
2024-09-30 04:59:12.926085,moderate,V1
2024-09-30 04:59:13.926085,low,V1
2024-09-30 04:59:14.926085,low,V1
2024-09-30 04:59:15.926085,low,V1
2024-09-30 04:59:16.926085,moderate,V1
2024-09-30 04:59:17.926085,moderate,V1
2024-09-30 04:59:18.926085,low,V1
2024-09-30 04:59:19.926085,moderate,V1
2024-09-30 04:59:20.926085,moderate,V1
2024-09-30 04:59:21.926085,low,V1
2024-09-30 04:59:22.926085,high,V1
2024-09-30 04:59:23.926085,moderate,V1
2024-09-30 04:59:24.926085,moderate,V1
2024-09-30 04:59:25.926085,moderate,V1
2024-09-30 04:59:26.926085,low,V1
2024-09-30 04:59:27.926085,moderate,V1
2024-09-30 04:59:28.926085,low,V1
2024-09-30 04:59:29.926085,moderate,V1
2024-09-30 04:59:30.926085,high,V1
2024-09-30 04:59:31.926085,moderate,V1
2024-09-30 04:59:32.926085,low,V1
2024-09-30 04:59:33.926085,moderate,V1
2024-09-30 04:59:34.926085,low,V1
2024-09-30 04:59:35.926085,moderate,V1
2024-09-30 04:59:36.926085,low,V1
2024-09-30 04:59:37.926085,moderate,V1
2024-09-30 04:59:38.926085,low,V1
2024-09-30 04:59:39.926085,high,V1
2024-09-30 04:59:40.926085,moderate,V1
2024-09-30 04:59:41.926085,moderate,V1
2024-09-30 04:59:42.926085,low,V1
2024-09-30 04:59:43.926085,moderate,V1
2024-09-30 04:59:44.926085,low,V1
2024-09-30 04:59:45.926085,moderate,V1
2024-09-30 04:59:46.926085,low,V1
2024-09-30 04:59:47.926085,high,V1
2024-09-30 04:59:48.926085,moderate,V1
2024-09-30 04:59:49.926085,moderate,V1
2024-09-30 04:59:50.926085,moderate,V1
2024-09-30 04:59:51.926085,moderate,V1
2024-09-30 04:59:52.926085,low,V1
2024-09-30 04:59:53.926085,low,V1
2024-09-30 04:59:54.926085,moderate,V1
2024-09-30 04:59:55.926085,low,V1
2024-09-30 04:59:56.926085,low,V1
2024-09-30 04:59:57.926085,low,V1
2024-09-30 04:59:58.926085,low,V1
2024-09-30 04:59:59.926085,moderate,V1
2024-09-30 05:00:00.926085,low,V1
2024-09-30 05:00:01.926085,low,V1
2024-09-30 05:00:02.926085,moderate,V1
2024-09-30 05:00:03.926085,moderate,V1
2024-09-30 05:00:04.926085,low,V1
2024-09-30 05:00:05.926085,high,V1
2024-09-30 05:00:06.926085,low,V1
2024-09-30 05:00:07.926085,moderate,V1
2024-09-30 05:00:08.926085,moderate,V1
2024-09-30 05:00:09.926085,moderate,V1
2024-09-30 05:00:10.926085,high,V1
2024-09-30 05:00:11.926085,moderate,V1
2024-09-30 05:00:12.926085,low,V1
2024-09-30 05:00:13.926085,moderate,V1
2024-09-30 05:00:14.926085,low,V1
2024-09-30 05:00:15.926085,moderate,V1
2024-09-30 05:00:16.926085,low,V1
2024-09-30 05:00:17.926085,low,V1
2024-09-30 05:00:18.926085,high,V1
2024-09-30 05:00:19.926085,moderate,V1
2024-09-30 05:00:20.926085,moderate,V1
2024-09-30 05:00:21.926085,moderate,V1
2024-09-30 05:00:22.926085,low,V1
2024-09-30 05:00:23.926085,low,V1
2024-09-30 05:00:24.926085,low,V1
2024-09-30 05:00:25.926085,moderate,V1
2024-09-30 05:00:26.926085,high,V1
2024-09-30 05:00:27.926085,high,V1
2024-09-30 05:00:28.926085,moderate,V1
2024-09-30 05:00:29.926085,low,V1
2024-09-30 05:00:30.926085,low,V1
2024-09-30 05:00:31.926085,low,V1
2024-09-30 05:00:32.926085,high,V1
2024-09-30 05:00:33.926085,high,V1
2024-09-30 05:00:34.926085,moderate,V1
2024-09-30 05:00:35.926085,high,V1
2024-09-30 05:00:36.926085,moderate,V1
2024-09-30 05:00:37.926085,high,V1
2024-09-30 05:00:38.926085,high,V1
2024-09-30 05:00:39.926085,high,V1
2024-09-30 05:00:40.926085,moderate,V1
2024-09-30 05:00:41.926085,moderate,V1
2024-09-30 05:00:42.926085,moderate,V1
2024-09-30 05:00:43.926085,low,V1
2024-09-30 05:00:44.926085,moderate,V1
2024-09-30 05:00:45.926085,moderate,V1
2024-09-30 05:00:46.926085,high,V1
2024-09-30 05:00:47.926085,moderate,V1
2024-09-30 05:00:48.926085,moderate,V1
2024-09-30 05:00:49.926085,moderate,V1
2024-09-30 05:00:50.926085,moderate,V1
2024-09-30 05:00:51.926085,moderate,V1
2024-09-30 05:00:52.926085,moderate,V1
2024-09-30 05:00:53.926085,high,V1
2024-09-30 05:00:54.926085,high,V1
2024-09-30 05:00:55.926085,low,V1
2024-09-30 05:00:56.926085,moderate,V1
2024-09-30 05:00:57.926085,moderate,V1
2024-09-30 05:00:58.926085,moderate,V1
2024-09-30 05:00:59.926085,low,V1
2024-09-30 05:01:00.926085,moderate,V1
2024-09-30 05:01:01.926085,moderate,V1
2024-09-30 05:01:02.926085,moderate,V1
2024-09-30 05:01:03.926085,moderate,V1
2024-09-30 05:01:04.926085,low,V1
2024-09-30 05:01:05.926085,moderate,V1
2024-09-30 05:01:06.926085,moderate,V1
2024-09-30 05:01:07.926085,low,V1
2024-09-30 05:01:08.926085,moderate,V1
2024-09-30 05:01:09.926085,high,V1
2024-09-30 05:01:10.926085,moderate,V1
2024-09-30 05:01:11.926085,high,V1
2024-09-30 05:01:12.926085,low,V1
2024-09-30 05:01:13.926085,moderate,V1
2024-09-30 05:01:14.926085,moderate,V1
2024-09-30 05:01:15.926085,high,V1
2024-09-30 05:01:16.926085,moderate,V1
2024-09-30 05:01:17.926085,moderate,V1
2024-09-30 05:01:18.926085,moderate,V1
2024-09-30 05:01:19.926085,moderate,V1
2024-09-30 05:01:20.926085,moderate,V1
2024-09-30 05:01:21.926085,low,V1
2024-09-30 05:01:22.926085,high,V1
2024-09-30 05:01:23.926085,moderate,V1
2024-09-30 05:01:24.926085,moderate,V1
2024-09-30 05:01:25.926085,moderate,V1
2024-09-30 05:01:26.926085,high,V1
2024-09-30 05:01:27.926085,high,V1
2024-09-30 05:01:28.926085,low,V1
2024-09-30 05:01:29.926085,high,V1
2024-09-30 05:01:30.926085,moderate,V1
