TIMESTAMP,SG_SENSOR,SG_DATA,SG_STATUS,VIBRATION_DATA,TEMPERATURE_DATA,FOG_PRESENCE_DATA,WEATHER_ALERT_DATA
2024-10-04 02:13:52.650,SG1,18.00323,upper_threshold_exceeded,low,28.162056519658176,True,
2024-10-04 02:13:52.300,SG2,-2.066939,upper_threshold_exceeded,moderate,23.873170267146683,False,
2024-10-04 02:13:52.350,SG1,8.946431,lower_threshold_exceeded,moderate,23.873170267146683,False,
2024-10-04 02:13:52.300,SG2,-2.066939,upper_threshold_exceeded,moderate,23.873170267146683,False,
2024-10-04 02:13:52.350,SG1,8.946431,lower_threshold_exceeded,moderate,23.873170267146683,False,
2024-10-04 02:13:52.750,SG1,9.008348,lower_threshold_exceeded,,,True,
2024-10-04 02:13:52.800,SG1,16.04333,upper_threshold_exceeded,moderate,20.653702886430455,True,
2024-10-04 02:13:52.850,SG1,17.96199,upper_threshold_exceeded,high,27.206366445330577,False,
2024-10-04 02:13:52.850,SG1,17.96199,upper_threshold_exceeded,high,27.206366445330577,True,
2024-10-04 02:13:52.950,SG1,7.192872,lower_threshold_exceeded,,,,
2024-10-04 02:13:52.050,SG1,18.06515,upper_threshold_exceeded,,,,
2024-10-04 02:13:52.100,SG2,-2.335037,upper_threshold_exceeded,low,,,
2024-10-04 02:13:52.150,SG1,6.697721,lower_threshold_exceeded,,,,
2024-10-04 02:13:53.250,SG1,18.78724,upper_threshold_exceeded,,,,
2024-10-04 02:13:53.350,SG1,8.616349,lower_threshold_exceeded,moderate,20.56758672625624,,
2024-10-04 02:13:53.450,SG1,18.8491,upper_threshold_exceeded,,,,
2024-10-04 02:13:54.250,SG2,-1.819276,upper_threshold_exceeded,,,,
2024-10-04 02:13:54.150,SG2,-9.596745,lower_threshold_exceeded,moderate,21.536497604383047,True,
2024-10-04 02:13:54.450,SG2,-2.231885,upper_threshold_exceeded,low,19.89549203017926,True,
2024-10-04 02:13:54.450,SG2,-2.231885,upper_threshold_exceeded,low,19.89549203017926,True,
2024-10-04 02:13:54.650,SG2,-2.005024,upper_threshold_exceeded,,17.04214305582085,,
2024-10-04 02:13:54.650,SG2,-2.005024,upper_threshold_exceeded,,22.735486905850188,,
2024-10-04 02:13:54.800,SG1,16.60035,upper_threshold_exceeded,,,,
2024-10-04 02:13:54.350,SG2,-7.657558,lower_threshold_exceeded,,23.736468025616308,True,
2024-10-04 02:13:54.350,SG2,-7.657558,lower_threshold_exceeded,,23.736468025616308,False,
2024-10-04 02:13:55.400,SG1,16.14648,upper_threshold_exceeded,high,14.96991309250149,False,
2024-10-04 02:13:55.400,SG1,16.14648,upper_threshold_exceeded,high,14.96991309250149,True,
2024-10-04 02:13:55.400,SG1,16.14648,upper_threshold_exceeded,high,13.92905693606134,True,
2024-10-04 02:13:54.850,SG2,-2.231885,upper_threshold_exceeded,,24.12708174494015,,
2024-10-04 02:13:55.050,SG2,0.3880385,upper_threshold_exceeded,moderate,23.40976485647482,,
2024-10-04 02:13:55.050,SG2,0.3880385,upper_threshold_exceeded,moderate,18.44866621703272,,
2024-10-04 02:13:55.050,SG2,0.3880385,upper_threshold_exceeded,moderate,18.44866621703272,,
2024-10-04 02:13:57.250,SG2,-1.035417,upper_threshold_exceeded,low,23.450719958555563,False,
2024-10-04 02:13:58.650,SG2,2.162315,upper_threshold_exceeded,,,,
2024-10-04 02:13:58.700,SG2,-11.80414,lower_threshold_exceeded,high,30.765912287557786,True,
2024-10-04 02:13:58.800,SG2,0.3468018,upper_threshold_exceeded,,,False,High Wind Alert
2024-10-04 02:13:57.350,SG2,-8.833452,lower_threshold_exceeded,low,17.993897640570818,,
2024-10-04 02:13:57.350,SG2,-8.833452,lower_threshold_exceeded,low,21.120462409052084,,
2024-10-04 02:13:57.350,SG2,-8.833452,lower_threshold_exceeded,high,21.120462409052084,,
2024-10-04 02:13:58.700,SG2,-11.80414,lower_threshold_exceeded,high,30.765912287557786,True,
2024-10-04 02:13:58.800,SG2,0.3468018,upper_threshold_exceeded,,,True,
2024-10-04 02:13:58.900,SG2,-8.54468,lower_threshold_exceeded,,,,
2024-10-04 02:13:58.000,SG2,-0.003892548,upper_threshold_exceeded,moderate,15.958508573224243,True,
2024-10-04 02:13:58.200,SG2,-1.38611,upper_threshold_exceeded,moderate,16.20433669223151,False,
2024-10-04 02:13:58.200,SG2,-1.38611,upper_threshold_exceeded,moderate,16.20433669223151,True,
2024-10-04 02:13:58.200,SG2,-1.38611,upper_threshold_exceeded,moderate,20.75196893238104,True,
2024-10-04 02:13:57.450,SG2,1.543398,upper_threshold_exceeded,moderate,20.48838049274416,False,
2024-10-04 02:13:57.550,SG2,-10.48386,lower_threshold_exceeded,moderate,20.122550871294713,False,
2024-10-04 02:13:57.550,SG2,-10.48386,lower_threshold_exceeded,moderate,20.122550871294713,False,
2024-10-04 02:13:57.550,SG2,-10.48386,lower_threshold_exceeded,low,20.122550871294713,False,
2024-10-04 02:13:59.950,SG2,-1.448026,upper_threshold_exceeded,low,26.189081559867308,False,
2024-10-04 02:13:59.950,SG2,-1.448026,upper_threshold_exceeded,low,12.027861706028164,False,
2024-10-04 02:13:59.750,SG2,-1.468583,upper_threshold_exceeded,low,17.654121739476476,False,
2024-10-04 02:13:59.750,SG2,-1.468583,upper_threshold_exceeded,low,17.654121739476476,False,
2024-10-04 02:13:59.750,SG2,-1.468583,upper_threshold_exceeded,low,11.43432735454561,False,
2024-10-04 02:14:00.650,SG1,16.95111,upper_threshold_exceeded,low,16.25756731721723,False,
2024-10-04 02:14:00.850,SG1,16.72412,upper_threshold_exceeded,moderate,20.337592407050543,False,
2024-10-04 02:14:00.850,SG1,16.72412,upper_threshold_exceeded,moderate,30.303739624409936,False,
2024-10-04 02:14:00.350,SG2,-0.7052807,upper_threshold_exceeded,,,,
2024-10-04 02:14:00.050,SG1,17.09551,upper_threshold_exceeded,moderate,24.857854754771775,False,
2024-10-04 02:14:00.050,SG1,17.09551,upper_threshold_exceeded,moderate,23.22687974792574,False,
2024-10-04 02:14:01.250,SG1,17.15742,upper_threshold_exceeded,moderate,23.430257299992196,False,
2024-10-04 02:14:01.250,SG1,17.15742,upper_threshold_exceeded,moderate,23.430257299992196,True,
2024-10-04 02:14:01.350,SG1,8.07996,lower_threshold_exceeded,high,11.206302567884428,,
2024-10-04 02:14:01.550,SG1,8.244971,lower_threshold_exceeded,low,27.511785260480146,,
2024-10-04 02:14:01.550,SG1,8.244971,lower_threshold_exceeded,low,20.370473902098876,,
2024-10-04 02:14:02.250,SG1,16.62103,upper_threshold_exceeded,high,14.70393239055524,False,Hailstorm Warning
2024-10-04 02:14:02.250,SG1,16.62103,upper_threshold_exceeded,high,14.70393239055524,False,Hailstorm Warning
2024-10-04 02:14:02.250,SG1,16.62103,upper_threshold_exceeded,high,19.68660451363414,False,Hailstorm Warning
2024-10-04 02:14:02.250,SG1,16.62103,upper_threshold_exceeded,high,19.68660451363414,False,Hailstorm Warning
2024-10-04 02:14:01.450,SG1,16.24964,upper_threshold_exceeded,low,18.652965827777212,True,
2024-10-04 02:14:01.450,SG1,16.24964,upper_threshold_exceeded,low,23.58771127897981,True,
2024-10-04 02:14:01.450,SG1,16.24964,upper_threshold_exceeded,low,18.652965827777212,False,
2024-10-04 02:14:01.450,SG1,16.24964,upper_threshold_exceeded,low,23.58771127897981,False,
2024-10-04 02:14:01.750,SG1,8.203732,lower_threshold_exceeded,,,False,
2024-10-04 02:14:01.850,SG1,17.42559,upper_threshold_exceeded,low,19.836526259529535,False,
2024-10-04 02:14:02.650,SG1,16.60035,upper_threshold_exceeded,,,,
2024-10-04 02:14:04.550,SG2,-7.987689,lower_threshold_exceeded,moderate,15.621908733076213,False,
2024-10-04 02:14:01.050,SG1,16.49719,upper_threshold_exceeded,,,,
2024-10-04 02:14:05.350,SG2,-10.62825,lower_threshold_exceeded,,,,
2024-10-04 02:14:05.200,SG1,6.367641,lower_threshold_exceeded,moderate,18.80525976566795,True,
2024-10-04 02:14:05.250,SG2,-0.2101976,upper_threshold_exceeded,low,15.462181689792011,False,
2024-10-04 02:14:06.550,SG2,-10.1125,lower_threshold_exceeded,,11.652973594393142,,
2024-10-04 02:14:05.850,SG2,-1.365431,upper_threshold_exceeded,low,17.56437308117652,,
2024-10-04 02:14:05.050,SG2,-1.014738,upper_threshold_exceeded,low,20.242608139724133,True,
2024-10-04 02:14:05.050,SG2,-1.014738,upper_threshold_exceeded,low,20.242608139724133,False,
2024-10-04 02:14:05.050,SG2,-1.014738,upper_threshold_exceeded,low,15.84524941794481,False,
2024-10-04 02:14:05.050,SG2,-1.014738,upper_threshold_exceeded,high,15.84524941794481,False,
2024-10-04 02:14:05.400,SG1,8.244971,lower_threshold_exceeded,moderate,22.504585938121902,True,
2024-10-04 02:14:05.400,SG1,8.244971,lower_threshold_exceeded,moderate,22.504585938121902,False,
2024-10-04 02:14:05.400,SG1,8.244971,lower_threshold_exceeded,moderate,15.112223776007244,False,
2024-10-04 02:14:05.450,SG2,-1.448026,upper_threshold_exceeded,,,,
2024-10-04 02:14:06.750,SG2,-9.390445,lower_threshold_exceeded,,22.852993342965796,,Thunderstorm Watch
2024-10-04 02:14:06.750,SG2,-9.390445,lower_threshold_exceeded,,16.183704217287417,,Thunderstorm Watch
2024-10-04 02:14:06.000,SG2,-8.276464,lower_threshold_exceeded,,15.478416874477958,False,
2024-10-04 02:14:06.050,SG2,0.8006492,upper_threshold_exceeded,,15.478416874477958,False,
2024-10-04 02:14:06.050,SG2,0.8006492,upper_threshold_exceeded,,23.19296229388687,False,
2024-10-04 02:14:06.250,SG2,-0.6021283,upper_threshold_exceeded,,,,
2024-10-04 02:14:07.750,SG2,-8.792219,lower_threshold_exceeded,low,7.641777499363553,False,
2024-10-04 02:14:06.700,SG1,16.41471,upper_threshold_exceeded,moderate,16.686881205270765,,
2024-10-04 02:14:06.850,SG2,-0.1689609,upper_threshold_exceeded,low,10.975589496677404,True,
2024-10-04 02:14:06.850,SG2,-0.1689609,upper_threshold_exceeded,high,10.975589496677404,True,
2024-10-04 02:14:06.850,SG2,-0.1689609,upper_threshold_exceeded,low,10.975589496677404,False,
2024-10-04 02:14:06.850,SG2,-0.1689609,upper_threshold_exceeded,high,10.975589496677404,False,
2024-10-04 02:14:06.850,SG2,-0.1689609,upper_threshold_exceeded,low,11.862287810584188,False,
2024-10-04 02:14:06.850,SG2,-0.1689609,upper_threshold_exceeded,high,11.862287810584188,False,
2024-10-04 02:14:06.350,SG2,-8.750981,lower_threshold_exceeded,moderate,15.697933173580235,False,
2024-10-04 02:14:06.350,SG2,-8.750981,lower_threshold_exceeded,moderate,15.697933173580235,False,
2024-10-04 02:14:06.350,SG2,-8.750981,lower_threshold_exceeded,moderate,15.697933173580235,False,
2024-10-04 02:14:06.350,SG2,-8.750981,lower_threshold_exceeded,moderate,18.077222278850872,False,
2024-10-04 02:14:06.350,SG2,-8.750981,lower_threshold_exceeded,moderate,18.077222278850872,False,
2024-10-04 02:14:08.450,SG1,8.286268,lower_threshold_exceeded,,17.895077595898684,,
2024-10-04 02:14:07.150,SG2,-9.122226,lower_threshold_exceeded,,21.68801331037601,,
2024-10-04 02:14:07.150,SG1,16.7035,upper_threshold_exceeded,,21.68801331037601,,
2024-10-04 02:14:08.350,SG1,16.53849,upper_threshold_exceeded,high,17.837209060901895,,
2024-10-04 02:14:08.550,SG1,18.99356,upper_threshold_exceeded,,,,
2024-10-04 02:14:08.650,SG2,-1.055974,upper_threshold_exceeded,,,,
2024-10-04 02:14:08.650,SG1,6.408877,lower_threshold_exceeded,,,,
2024-10-04 02:14:08.850,SG1,3.52064,lower_threshold_exceeded,moderate,,,
2024-10-04 02:14:08.750,SG1,18.72532,upper_threshold_exceeded,high,9.80937732411073,True,
2024-10-04 02:14:08.750,SG1,18.72532,upper_threshold_exceeded,moderate,9.80937732411073,True,
2024-10-04 02:14:08.750,SG1,18.72532,upper_threshold_exceeded,moderate,9.80937732411073,True,
2024-10-04 02:14:08.750,SG1,18.72532,upper_threshold_exceeded,moderate,14.95956844541298,True,
2024-10-04 02:14:08.050,SG1,5.253629,lower_threshold_exceeded,,,,
2024-10-04 02:14:08.150,SG1,21.61365,upper_threshold_exceeded,high,,False,
2024-10-04 02:14:08.150,SG1,21.61365,upper_threshold_exceeded,high,,False,
2024-10-04 02:14:08.950,SG1,20.87093,upper_threshold_exceeded,low,20.092091895947757,False,
2024-10-04 02:14:08.950,SG1,20.87093,upper_threshold_exceeded,low,20.092091895947757,False,
2024-10-04 02:14:09.350,SG1,20.29329,upper_threshold_exceeded,,25.718770216034645,True,
2024-10-04 02:14:09.450,SG1,5.356783,lower_threshold_exceeded,,,,
2024-10-04 02:14:09.800,SG1,6.305724,lower_threshold_exceeded,moderate,24.151679082721227,,
2024-10-04 02:14:09.800,SG1,6.305724,lower_threshold_exceeded,moderate,15.719580870455664,,
2024-10-04 02:14:10.200,SG1,7.832415,lower_threshold_exceeded,moderate,18.650625323533145,,
2024-10-04 02:14:09.250,SG1,4.964787,lower_threshold_exceeded,moderate,21.17807279054283,False,
2024-10-04 02:14:09.550,SG1,17.73506,upper_threshold_exceeded,,,,
2024-10-04 02:14:09.700,SG1,18.60155,upper_threshold_exceeded,high,17.70319550229878,False,
2024-10-04 02:14:09.700,SG1,18.60155,upper_threshold_exceeded,high,17.70319550229878,False,
2024-10-04 02:14:09.700,SG1,18.60155,upper_threshold_exceeded,high,15.75077815267604,False,
2024-10-04 02:14:10.300,SG1,17.21928,upper_threshold_exceeded,moderate,21.88650246522426,False,
2024-10-04 02:14:10.300,SG1,17.21928,upper_threshold_exceeded,moderate,21.88650246522426,False,
2024-10-04 02:14:10.300,SG1,17.21928,upper_threshold_exceeded,moderate,23.78494308322676,False,
2024-10-04 02:14:10.400,SG1,7.976806,lower_threshold_exceeded,,,,
2024-10-04 02:14:11.100,SG2,-0.1070451,upper_threshold_exceeded,moderate,20.546973973024464,False,
2024-10-04 02:14:11.100,SG2,-0.1070451,upper_threshold_exceeded,high,20.546973973024464,False,
2024-10-04 02:14:11.100,SG2,-0.1070451,upper_threshold_exceeded,high,23.62883311949346,False,
2024-10-04 02:14:11.150,SG2,-1.365431,upper_threshold_exceeded,high,23.62883311949346,False,
2024-10-04 02:14:11.100,SG2,-0.1070451,upper_threshold_exceeded,high,20.546973973024464,False,
2024-10-04 02:14:11.100,SG2,-0.1070451,upper_threshold_exceeded,high,23.62883311949346,False,
2024-10-04 02:14:11.150,SG2,-1.365431,upper_threshold_exceeded,high,23.62883311949346,False,
2024-10-04 02:14:12.300,SG2,0.8006492,upper_threshold_exceeded,,18.702043243181976,,
2024-10-04 02:14:13.700,SG1,7.3785,lower_threshold_exceeded,low,29.244780474726724,,
2024-10-04 02:14:13.700,SG2,-1.035417,upper_threshold_exceeded,low,29.244780474726724,,
2024-10-04 02:14:13.750,SG2,-10.00935,lower_threshold_exceeded,,,,
2024-10-04 02:14:13.850,SG2,-0.4989758,upper_threshold_exceeded,,,,
2024-10-04 02:14:12.600,SG2,-10.83455,lower_threshold_exceeded,moderate,18.84532734895661,False,
2024-10-04 02:14:12.600,SG2,-10.83455,lower_threshold_exceeded,moderate,18.84532734895661,False,
2024-10-04 02:14:12.600,SG2,-10.83455,lower_threshold_exceeded,low,18.84532734895661,False,
2024-10-04 02:14:13.200,SG1,21.98498,upper_threshold_exceeded,moderate,,,
2024-10-04 02:14:13.950,SG2,-9.431678,lower_threshold_exceeded,,20.29609217007244,,
2024-10-04 02:14:13.950,SG2,-9.431678,lower_threshold_exceeded,,20.06964645956473,,
2024-10-04 02:14:13.100,SG1,3.273096,lower_threshold_exceeded,,,,
2024-10-04 02:14:13.100,SG2,4.01895,upper_threshold_exceeded,,,,
2024-10-04 02:14:13.150,SG2,-9.411121,lower_threshold_exceeded,high,,,
2024-10-04 02:14:13.200,SG2,-10.62825,lower_threshold_exceeded,moderate,,,
2024-10-04 02:14:13.250,SG2,-0.7671964,upper_threshold_exceeded,low,,,
2024-10-04 02:14:13.450,SG2,-0.5402125,upper_threshold_exceeded,high,,False,
2024-10-04 02:14:14.700,SG1,7.254728,lower_threshold_exceeded,moderate,18.286562029598254,True,Thunderstorm Watch
2024-10-04 02:14:14.700,SG1,7.254728,lower_threshold_exceeded,moderate,18.286562029598254,False,Thunderstorm Watch
2024-10-04 02:14:14.700,SG2,1.295855,upper_threshold_exceeded,moderate,18.286562029598254,True,Thunderstorm Watch
2024-10-04 02:14:14.700,SG2,1.295855,upper_threshold_exceeded,moderate,18.286562029598254,False,Thunderstorm Watch
2024-10-04 02:14:13.800,SG1,18.51901,upper_threshold_exceeded,,,True,
2024-10-04 02:14:13.800,SG2,-10.95826,lower_threshold_exceeded,,,True,
2024-10-04 02:14:13.900,SG1,5.645565,lower_threshold_exceeded,,,,
2024-10-04 02:14:13.900,SG2,2.698638,upper_threshold_exceeded,,,,
2024-10-04 02:14:13.000,SG2,-11.28839,lower_threshold_exceeded,moderate,19.879374564449986,True,
2024-10-04 02:14:13.000,SG1,20.45831,upper_threshold_exceeded,moderate,19.879374564449986,True,
2024-10-04 02:14:13.050,SG2,-0.2926709,upper_threshold_exceeded,moderate,,True,
2024-10-04 02:14:13.050,SG2,-0.2926709,upper_threshold_exceeded,moderate,,True,
2024-10-04 02:14:13.050,SG2,-0.2926709,upper_threshold_exceeded,moderate,,False,
2024-10-04 02:14:13.050,SG2,-0.2926709,upper_threshold_exceeded,moderate,,False,
2024-10-04 02:14:13.300,SG2,3.957156,upper_threshold_exceeded,moderate,19.836233648920008,False,
2024-10-04 02:14:13.300,SG1,1.787717,lower_threshold_exceeded,moderate,,False,
2024-10-04 02:14:13.300,SG2,3.957156,upper_threshold_exceeded,moderate,17.282876144331176,False,
2024-10-04 02:14:13.300,SG2,3.957156,upper_threshold_exceeded,moderate,19.836233648920008,True,
2024-10-04 02:14:13.300,SG2,3.957156,upper_threshold_exceeded,moderate,17.282876144331176,True,
2024-10-04 02:14:13.300,SG1,1.787717,lower_threshold_exceeded,moderate,,True,
2024-10-04 02:14:13.300,SG2,3.957156,upper_threshold_exceeded,moderate,17.282876144331176,True,
2024-10-04 02:14:13.300,SG1,1.787717,lower_threshold_exceeded,moderate,,True,
2024-10-04 02:14:13.450,SG2,-0.5402125,upper_threshold_exceeded,low,,False,
2024-10-04 02:14:13.500,SG1,3.004935,lower_threshold_exceeded,low,,False,
2024-10-04 02:14:13.500,SG2,3.358794,upper_threshold_exceeded,low,,False,
2024-10-04 02:14:13.500,SG1,3.004935,lower_threshold_exceeded,low,,True,
2024-10-04 02:14:13.450,SG2,-0.5402125,upper_threshold_exceeded,low,,True,
2024-10-04 02:14:13.500,SG2,3.358794,upper_threshold_exceeded,low,,True,
2024-10-04 02:14:13.350,SG2,-8.647831,lower_threshold_exceeded,high,,,
2024-10-04 02:14:13.400,SG2,-11.57716,lower_threshold_exceeded,high,,,
2024-10-04 02:14:13.400,SG1,22.04689,upper_threshold_exceeded,high,20.532151138459483,False,
2024-10-04 02:14:13.400,SG1,22.04689,upper_threshold_exceeded,high,20.532151138459483,False,
2024-10-04 02:14:14.600,SG1,19.90128,upper_threshold_exceeded,moderate,,,
2024-10-04 02:14:14.600,SG2,-10.42195,lower_threshold_exceeded,moderate,25.45753425961231,True,
2024-10-04 02:14:14.200,SG2,-9.803045,lower_threshold_exceeded,moderate,17.37739866860113,True,
2024-10-04 02:14:14.650,SG2,-0.3752658,upper_threshold_exceeded,low,,,
2024-10-04 02:14:14.650,SG2,-0.3752658,upper_threshold_exceeded,low,,,
2024-10-04 02:14:14.800,SG2,-10.46319,lower_threshold_exceeded,,12.962441526410894,False,
2024-10-04 02:14:14.800,SG1,17.85884,upper_threshold_exceeded,,12.962441526410894,False,
2024-10-04 02:14:14.850,SG2,-0.3958234,upper_threshold_exceeded,,,,
2024-10-04 02:14:14.000,SG2,-10.36003,lower_threshold_exceeded,moderate,24.678391965737305,True,
2024-10-04 02:14:14.000,SG2,-10.36003,lower_threshold_exceeded,moderate,24.678391965737305,False,
2024-10-04 02:14:15.400,SG2,-9.204822,lower_threshold_exceeded,,18.125895962252013,,
2024-10-04 02:14:15.500,SG2,-0.3339075,upper_threshold_exceeded,low,22.2213165574302,,
2024-10-04 02:14:15.600,SG2,-9.555508,lower_threshold_exceeded,,,False,
2024-10-04 02:14:14.300,SG2,0.7181757,upper_threshold_exceeded,low,13.889360955540273,True,
2024-10-04 02:14:18.000,SG2,3.73017,upper_threshold_exceeded,moderate,20.13045525105417,False,
2024-10-04 02:14:17.800,SG2,-0.5815707,upper_threshold_exceeded,low,10.795628843341774,False,
2024-10-04 02:14:18.200,SG2,3.503184,upper_threshold_exceeded,,,,Heatwave Warning
2024-10-04 02:14:18.000,SG2,3.73017,upper_threshold_exceeded,moderate,22.588295102345615,False,
2024-10-04 02:14:18.100,SG2,-12.77372,lower_threshold_exceeded,low,16.371280934232672,False,
2024-10-04 02:14:18.100,SG2,-12.77372,lower_threshold_exceeded,low,16.371280934232672,False,
2024-10-04 02:14:18.100,SG2,-12.77372,lower_threshold_exceeded,moderate,16.371280934232672,False,
2024-10-04 02:14:18.500,SG2,-12.1755,lower_threshold_exceeded,low,,,
2024-10-04 02:14:18.600,SG2,1.93533,upper_threshold_exceeded,low,33.161910324186955,False,
2024-10-04 02:14:18.600,SG2,1.93533,upper_threshold_exceeded,low,22.46658950440445,False,
2024-10-04 02:14:18.600,SG2,1.93533,upper_threshold_exceeded,low,33.161910324186955,False,
2024-10-04 02:14:18.600,SG2,1.93533,upper_threshold_exceeded,low,22.46658950440445,False,
2024-10-04 02:14:18.600,SG2,1.93533,upper_threshold_exceeded,high,22.46658950440445,False,
2024-10-04 02:14:18.300,SG2,-14.42412,lower_threshold_exceeded,,,,
2024-10-04 02:14:18.400,SG2,2.96686,upper_threshold_exceeded,low,15.120633735113335,False,
2024-10-04 02:14:18.400,SG2,2.96686,upper_threshold_exceeded,low,25.2682089830392,False,
2024-10-04 02:14:18.700,SG2,-9.947432,lower_threshold_exceeded,,,,
